GeneName	ProteinName	UniprotID	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Gpatch4 	 G patch domain-containing protein 4 	 Q3TFK5 	3.34	49391.9	5	4	12.77	415
 Wipf1 	 WAS/WASL-interacting protein family member 1 	 Q8K1I7 	17.04	49412.8	3	2	6.29	493
 Anapc4 	 anaphase-promoting complex subunit 4 	 Q91W96 	8.49	49416.1	5	4	5.45	807
 Fn3krp 	 ketosamine-3-kinase 	 Q8K274 	2.93	49441.4	3	3	15.21	309
 Csnk1a1 	 PREDICTED: casein kinase I isoform X7 	 Q8BK63 	7.78	49458.5	6	3	10.39	337
 Adat2 	 tRNA-specific adenosine deaminase 2 	 Q6P6J0 	5.83	49517.7	3	2	10.47	191
 Arf4 	 ADP-ribosylation factor 4 	 P61750 	8.76	49525.6	3	3	21.67	180
 Zbtb8os 	 protein archease 	 Q505B7 	11.74	49584.9	3	3	23.35	167
 Gigyf1 	 PERQ amino acid-rich with GYF domain-containing protein 1 	 Q99MR1 	6.85	49616.9	5	4	4.41	1044
 Vps11 	 PREDICTED: vacuolar protein sorting-associated protein 11 homolog 	 nan 	12.88	49629.8	2	2	4.33	600
 Wdr3 	 WD repeat-containing protein 3 	 Q8BHB4 	13	49648.8	4	2	2.55	942
 Stxbp3 	 syntaxin-binding protein 3 	 Q60770 	8.78	49727.5	3	3	6.76	592
 Med22 	 mediator of RNA polymerase II transcription subunit 22 isoform 2 	 Q62276 	11.61	49744.8	3	3	19	200
 Clic6 	 chloride intracellular channel protein 6 	 Q8BHB9 	6.99	49759.7	4	4	5.54	596
 Commd9 	 COMM domain-containing protein 9 	 Q8K2Q0 	11.41	49796.6	3	2	13.64	198
 Ccdc115 	 coiled-coil domain-containing protein 115 	 Q8VE99 	17.74	49805	3	2	15	180
 Pusl1 	 tRNA pseudouridine synthase-like 1 	 A2ADA5 	6.05	49829.1	2	2	11.68	291
 Surf1 	 surfeit locus protein 1 isoform 1 	 P09925 	16.33	49861	3	2	13.4	306
 Brd1 	 bromodomain-containing protein 1 	 A7MCW6 	1.87	50112.3	6	3	2.35	1189
 Rabep1 	 rab GTPase-binding effector protein 1 isoform 1 	 O35551 	9.56	50198.7	6	5	6.38	862
 Ube2s 	 ubiquitin-conjugating enzyme E2 S 	 Q921J4 	20.07	50199.7	3	3	20.63	223
 Arrb1 	 beta-arrestin-1 isoform A 	 Q8BWG8 	11.62	50241.9	4	2	5.26	418
 Cetn3 	 centrin-3 	 O35648 	10.22	50315.5	1	1	11.98	167
 Ensa 	 alpha-endosulfine isoform a 	 P60840 	6.94	50462.4	5	2	16.53	121
 Shc1 	 SHC-transforming protein 1 isoform a 	 P98083 	14.76	50557.1	2	2	5.53	579
 Irf9 	 interferon regulatory factor 9 isoform 1 	 Q61179 	4.1	50896.8	5	2	8.6	465
 Rwdd4a 	 RWD domain-containing protein 4 	 Q9CPR1 	3.7	50976.7	3	2	10.11	188
 Zfp687 	 zinc finger protein 687 	 Q9D2D7 	11.87	50994.2	4	3	2.83	1237
 Phip 	 PH-interacting protein 	 F8VQ93 	10.7	51012.2	6	4	2.86	1821
 Casp7 	 caspase-7 precursor 	 P97864 	14.54	51024	5	3	13.2	303
 Gbp2 	 guanylate-binding protein 1 	 Q9Z0E6 	19.95	51097.9	3	3	7.47	589
 Tubgcp2 	 gamma-tubulin complex component 2 isoform a 	 Q921G8 	13.59	51169	4	3	3.87	905
 Uri1 	 unconventional prefoldin RPB5 interactor 	 Q3TLD5 	18.11	51189.7	5	3	8.47	531
 Mphosph6 	 M-phase phosphoprotein 6 	 Q9D1Q1 	8.33	51200.6	6	4	26.71	161
 Tfap4 	 transcription factor AP-4 	 Q9JIZ5 	15.3	51240.1	5	4	16.27	338
 Arl6ip5 	 PRA1 family protein 3 	 Q8R5J9 	9.24	51254	5	3	19.68	188
 Taf5 	 transcription initiation factor TFIID subunit 5 	 Q8C092 	14.69	51320.3	5	3	5.87	801
 Uba5 	 ubiquitin-like modifier-activating enzyme 5 	 Q8VE47 	12.79	51372.5	3	2	8.19	403
 Eif2b5 	 translation initiation factor eIF-2B subunit epsilon 	 Q8CHW4 	14.65	51402.4	4	3	5.16	717
 Snx4 	 sorting nexin-4 	 Q91YJ2 	15.9	51418.4	4	4	11.56	450
 Sptlc1 	 serine palmitoyltransferase 1 	 O35704 	14.25	51443.6	3	2	7.19	473
 Tsg101 	 tumor susceptibility gene 101 protein 	 Q61187 	13.94	51451	3	3	11	391
 Mcm3ap 	 germinal-center associated nuclear protein 	 Q9WUU9 	8.56	51508.7	4	3	2.49	1971
 Trafd1 	 TRAF-type zinc finger domain-containing protein 1 isoform 1 	 Q3UDK1 	6.59	51516.8	5	3	6.72	580
 Cep152 	 centrosomal protein of 152 kDa 	 A2AUM9 	3.92	51556.2	4	4	2.53	1736
 Tada3 	 transcriptional adapter 3 	 Q8R0L9 	6.72	51588.5	3	2	6.02	432
 Mrps16 	" 28S ribosomal protein S16, mitochondrial precursor "	 Q9CPX7 	14.66	51694.3	3	1	13.33	135
 H2-Q9 	" H-2 class I histocompatibility antigen, Q9 alpha chain precursor "	 Q52PG7 	10.04	51739.7	2	1	3.89	334
 Aqp1 	 aquaporin-1 	 Q02013 	15.35	51835	3	2	9.67	269
 Hs2st1 	 heparan sulfate 2-O-sulfotransferase 1 	 Q8R3H7 	4.89	51885.1	3	2	8.71	356
 Sars2 	" serine--tRNA ligase, mitochondrial precursor "	 Q9JJL8 	21.21	51910.6	5	4	11	518
 Atxn7l3b 	 putative ataxin-7-like protein 3B 	 Q3UD01 	5.76	51932.3	5	1	20.62	97
 Nsmce2 	 PREDICTED: E3 SUMO-protein ligase NSE2 isoform X1 	 A0A2I3BS18 	10.98	51948.6	5	3	14.65	273
 Gnb4 	 guanine nucleotide-binding protein subunit beta-4 	 P29387 	6.36	51956.1	3	1	3.53	340
 Naf1 	 H/ACA ribonucleoprotein complex non-core subunit NAF1 	 Q3UMQ8 	13.7	51981.1	2	2	4.02	597
 Ctse 	 cathepsin E preproprotein 	 P70269 	2.75	52014.5	2	1	2.52	397
 Ptpn18 	 tyrosine-protein phosphatase non-receptor type 18 	 Q61152 	13.58	52017.4	3	2	10.38	453
 Nenf 	 neudesin precursor 	 Q9CQ45 	8.51	52073.6	4	2	11.7	171
 Apoo 	 MICOS complex subunit Mic26 isoform 2 	 Q9DCZ4 	16.24	52122	2	2	12.26	212
 Hirip3 	 HIRA-interacting protein 3 	 Q8BLH7 	2.3	52188.4	3	2	5.32	601
 Ppm1a 	 protein phosphatase 1A 	 P49443 	4.04	52211.1	3	3	9.69	382
 Atp1a4 	 sodium/potassium-transporting ATPase subunit alpha-4 	 Q9WV27 	2.35	52218.3	2	1	1.55	1032
 Tgm1 	 protein-glutamine gamma-glutamyltransferase K 	 Q9JLF6 	7.79	52283.8	2	2	3.44	815
 Nt5dc1 	 5'-nucleotidase domain-containing protein 1 	 Q8C5P5 	18.64	52369.6	3	3	7.71	467
 Arfgef1 	 brefeldin A-inhibited guanine nucleotide-exchange protein 1 	 G3X9K3 	10.73	52388.4	4	4	3.2	1846
 Cecr5 	 cat eye syndrome critical region protein 5 homolog precursor 	 Q91WM2 	13.01	52425.2	2	2	6.44	419
 Cirh1a 	 U3 small nucleolar RNA-associated protein 4 homolog 	 Q8R2N2 	10.8	52476	4	3	5.69	686
 Map4k1 	 mitogen-activated protein kinase kinase kinase kinase 1 	 P70218 	6.66	52493	3	3	4.59	827
 Fxr2 	 fragile X mental retardation syndrome-related protein 2 	 Q6P5B5 	21.21	52503.7	5	4	7.72	674
 Pan3 	 PAB-dependent poly(A)-specific ribonuclease subunit PAN3 	 Q640Q5 	10.59	52570	3	2	2.87	837
 Gtf3c3 	 general transcription factor 3C polypeptide 3 	 Q3TMP1 	10.11	52585.2	2	2	2.61	882
 Rbks 	 ribokinase 	 Q8R1Q9 	7.74	52744.1	4	1	4.64	323
 Senp7 	 sentrin-specific protease 7 isoform 1 	 Q8BUH8 	16.46	52781.2	5	2	3.38	1037
 Klc4 	 kinesin light chain 4 	 Q9DBS5 	6.62	52943.2	3	3	7.11	619
 Taf12 	 transcription initiation factor TFIID subunit 12 	 Q8VE65 	10.2	52957.1	5	2	11.8	161
 Kdm3a 	 lysine-specific demethylase 3A 	 Q6PCM1 	11.09	52975.5	4	3	2.8	1323
 Eif2b2 	 translation initiation factor eIF-2B subunit beta 	 Q99LD9 	11.87	52995	5	4	13.68	351
 Tbcc 	 tubulin-specific chaperone C 	 Q8VCN9 	11.04	53047.4	4	2	6.45	341
 Nsdhl 	" sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating "	 Q9R1J0 	15.16	53106	5	2	7.46	362
 Isca2 	" iron-sulfur cluster assembly 2 homolog, mitochondrial precursor "	 Q9DCB8 	14.18	53185	4	3	20.78	154
 Dimt1 	 probable dimethyladenosine transferase 	 Q9D0D4 	5.27	53262.5	2	2	7.03	313
 Mrpl13 	" 39S ribosomal protein L13, mitochondrial "	 Q9D1P0 	6.04	53263.1	3	3	17.42	178
 Slc25a20 	 mitochondrial carnitine/acylcarnitine carrier protein 	 Q9Z2Z6 	7.66	53295.7	2	2	6.98	301
 Sass6 	 spindle assembly abnormal protein 6 homolog isoform 1 	 Q80UK7 	2.02	53329.5	2	2	4.74	654
 Commd6 	 COMM domain-containing protein 6 isoform 1 	 Q3V4B5 	14.92	53348.6	3	3	43.68	87
 Rfx3 	 transcription factor RFX3 	 P48381 	8.63	53358.5	5	3	10.15	749
 Papola 	 poly(A) polymerase alpha 	 Q61183 	19.83	53399.8	3	3	8.25	739
 Dsn1 	 kinetochore-associated protein DSN1 homolog 	 Q9CYC5 	20.64	53415	5	5	15.8	348
 Foxn3 	 forkhead box protein N3 	 Q499D0 	3.09	53468.9	3	3	10.5	457
 Chmp5 	 charged multivesicular body protein 5 	 Q9D7S9 	4.59	53501.8	3	1	8.22	219
 Sfswap 	" splicing factor, suppressor of white-apricot homolog "	 Q3USH5 	14.57	53543.3	4	4	4.76	945
 Tsen34 	 tRNA-splicing endonuclease subunit Sen34 isoform a 	 Q8BMZ5 	13.33	53602.1	2	2	9.49	316
 Iscu 	" iron-sulfur cluster assembly enzyme ISCU, mitochondrial precursor "	 Q9D7P6 	16.51	53880.2	3	3	26.79	168
 Prcc 	 proline-rich protein PRCC 	 Q9EQC8 	9.11	53887	6	1	4.07	491
 Lrwd1 	 leucine-rich repeat and WD repeat-containing protein 1 	 Q8BUI3 	5.39	53901.9	3	2	3.86	648
 Lage3 	 EKC/KEOPS complex subunit Lage3 	 Q9CR70 	13.75	53923.5	3	2	17.57	148
 Upf3b 	 PREDICTED: regulator of nonsense transcripts 3B isoform X1 	 nan 	7.38	53950.6	4	4	7.84	485
 Nfatc1 	" nuclear factor of activated T-cells, cytoplasmic 1 isoform 4 "	 B5B2N2 	9.3	54042.8	4	4	5.86	939
 Rps23 	 40S ribosomal protein S23 	 P62267 	12.43	54105.4	4	3	19.58	143
 Chd1l 	 chromodomain-helicase-DNA-binding protein 1-like 	 Q9CXF7 	7.81	54140.7	6	5	7.44	900
 Osgep 	 probable tRNA N6-adenosine threonylcarbamoyltransferase 	 Q8BWU5 	14.13	54214	4	3	11.04	335
 Polr2g 	 DNA-directed RNA polymerase II subunit RPB7 	 P62488 	15.03	54218.2	3	3	27.91	172
 Dok1 	 docking protein 1 isoform 1 	 P97465 	16.73	54226.5	3	2	5.6	482
 Jmjd6 	 bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 	 Q9ERI5 	9.05	54228.9	2	2	5.71	403
 Phf3 	 PHD finger protein 3 	 B2RQG2 	13.68	54279.1	7	6	4.59	2025
 Trmt5 	 tRNA (guanine(37)-N1)-methyltransferase 	 Q9D0C4 	13.36	54286.3	3	3	7.78	501
 Hpse 	 heparanase precursor 	 Q6YGZ1 	2.12	54294.6	4	3	6.73	535
 Coa6 	 cytochrome c oxidase assembly factor 6 homolog 	 Q8BGD8 	11.65	54316	3	3	39.24	79
 Uqcc2 	 ubiquinol-cytochrome-c reductase complex assembly factor 2 	 Q9CQY6 	21.73	54326.7	4	3	29.41	136
 Ndufa5 	 NADH dehydrogenase 	 Q9CPP6 	15.53	54452.1	3	2	21.55	116
 Emc7 	 ER membrane protein complex subunit 7 precursor 	 Q9EP72 	14.18	54539.2	3	2	15.77	241
 Ubxn1 	 UBX domain-containing protein 1 	 Q922Y1 	15.53	54544	3	3	15.82	297
 Anapc2 	 anaphase-promoting complex subunit 2 	 Q8BZQ7 	9.83	54684.6	5	2	3.58	837
 Pdlim7 	 PDZ and LIM domain protein 7 isoform a 	 Q3TJD7 	6.83	54719.8	4	2	5.69	457
 Parp3 	 poly 	 Q3UGL7 	6.23	54744.2	3	3	8.26	533
 Coa7 	 cytochrome c oxidase assembly factor 7 	 Q921H9 	6.24	54779.2	3	2	8.23	231
 Dhrs7 	 dehydrogenase/reductase SDR family member 7 precursor 	 Q9CXR1 	8.24	54896.4	4	3	10.95	338
 Tpm2 	 tropomyosin beta chain isoform Tpm2.2st 	 P58774 	3.86	54955.2	5	3	9.51	284
 Tfrc 	 transferrin receptor protein 1 	 Q62351 	15.06	54991.9	6	5	8.39	763
 Ino80 	 DNA helicase INO80 	 Q6ZPV2 	9.16	55055.7	4	4	2.95	1559
 Orc1 	 origin recognition complex subunit 1 	 Q9Z1N2 	20.89	55077	5	4	5.83	840
 Cep55 	 centrosomal protein of 55 kDa isoform 1 	 Q8BT07 	11.51	55295.5	4	2	5.19	462
 Sptan1 	" spectrin alpha chain, non-erythrocytic 1 isoform 4 "	 A3KGU9 	6.31	55311.8	4	1	0.76	2498
 Dcun1d5 	 DCN1-like protein 5 	 Q9CXV9 	11.81	55483.6	4	3	13.08	237
 Rbm42 	 RNA-binding protein 42 	 Q91V81 	11.26	55492.4	3	2	5.86	478
 Chtf18 	 chromosome transmission fidelity protein 18 homolog 	 Q8BIW9 	17.11	55551.7	5	5	8.15	969
 Coil 	 coilin 	 E9Q284 	26.14	55622.5	4	3	7.5	573
 Dcp1a 	 mRNA-decapping enzyme 1A 	 Q91YD3 	12.2	55694.8	5	3	7.14	602
 Rad54l2 	 helicase ARIP4 	 Q99NG0 	3.72	55757.6	3	3	2.93	1467
 Cep170 	 PREDICTED: centrosomal protein of 170 kDa isoform X6 	 Q6A065 	8.86	55761.7	2	1	1.2	1588
 Aldh5a1 	" succinate-semialdehyde dehydrogenase, mitochondrial precursor "	 Q8BWF0 	10.06	55857.7	3	3	7.65	523
 Pias1 	 E3 SUMO-protein ligase PIAS1 	 O88907 	16.98	55880.3	4	2	3.69	651
 Atf7ip 	 activating transcription factor 7-interacting protein 1 	 Q7TT18 	3.63	56030.3	5	3	3.14	1306
 Gsta3 	 glutathione S-transferase A3 isoform a 	 P30115 	1.87	56082.4	3	3	11.76	221
 Rsrc2 	 arginine/serine-rich coiled-coil protein 2 	 A2RTL5 	4.85	56096.1	3	3	6.91	434
 Pik3cg 	" phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit "	 Q9JHG7 	13.1	56134	6	4	5.81	1102
 Eny2 	 transcription and mRNA export factor ENY2 	 Q9JIX0 	8.49	56176.3	4	1	16.83	101
 Atm 	 serine-protein kinase ATM 	 Q62388 	21.2	56180.2	4	4	2.09	3066
 Wdr76 	 PREDICTED: WD repeat-containing protein 76 isoform X1 	 A6PWY4 	5.39	56224.7	5	4	8.52	622
 Mettl13 	 methyltransferase-like protein 13 	 Q91YR5 	18.46	56227.5	4	3	6.59	698
 Rasa1 	 ras GTPase-activating protein 1 	 E9PYG6 	10.27	56254.2	3	3	4.24	1038
 Bak1 	 bcl-2 homologous antagonist/killer 	 O08734 	11.49	56272.6	5	2	16.27	209
 Psd4 	 PH and SEC7 domain-containing protein 4 	 Q8BLR5 	12.37	56366.6	5	4	6.47	1005
 Ppox 	 protoporphyrinogen oxidase 	 P51175 	20.69	56377	5	5	15.93	477
 Armc6 	 armadillo repeat-containing protein 6 	 Q8BNU0 	8.57	56560.9	3	3	8.12	468
 Mfn1 	 mitofusin-1 	 Q811U4 	10.14	56587.3	4	3	4.18	741
 Golga7 	 golgin subfamily A member 7 	 Q91W53 	8.69	56708.6	2	1	10.95	137
 Ubxn4 	 UBX domain-containing protein 4 	 Q8VCH8 	5.34	56780	4	2	6.92	506
 Gga1 	 ADP-ribosylation factor-binding protein GGA1 	 Q8R0H9 	11.15	56849.1	4	3	5.35	635
 Faah 	 fatty-acid amide hydrolase 1 	 O08914 	5.75	56889.9	8	2	4.32	579
 Kansl1 	 KAT8 regulatory NSL complex subunit 1 	 Q80TG1 	12.6	57107.6	5	3	5.31	1036
 9830147E19Rik 	 zinc finger protein-like 	 E9Q981 	2.69	57240.7	3	3	2.83	636
 Pdcl3 	 phosducin-like protein 3 	 Q8BVF2 	17.64	57263	2	2	12.5	240
 Siae 	 sialate O-acetylesterase precursor 	 P70665 	10.36	57330.1	4	3	7.21	541
 Vma21 	 vacuolar ATPase assembly integral membrane protein Vma21 isoform 2 	 Q78T54 	6.74	57383.7	3	2	17.82	101
 Mnd1 	 meiotic nuclear division protein 1 homolog 	 Q8K396 	3.65	57398.8	2	1	6.34	205
 Vti1b 	 vesicle transport through interaction with t-SNAREs homolog 1B 	 Q91XH6 	21.73	57471.7	5	4	21.12	232
 Exog 	" nuclease EXOG, mitochondrial isoform 2 precursor "	 Q8C163 	8.8	57525.1	7	2	10.87	368
 Hmg20a 	 PREDICTED: high mobility group protein 20A isoform X1 	 Q9DC33 	8.44	57552.6	4	3	8.97	379
 Usp1 	 ubiquitin carboxyl-terminal hydrolase 1 	 Q8BJQ2 	3.27	57553.2	3	2	3.44	784
 Slc7a5 	 large neutral amino acids transporter small subunit 1 	 Q9Z127 	7.53	57615.3	5	2	3.32	512
 Ntan1 	 protein N-terminal asparagine amidohydrolase 	 Q64311 	4.27	57704.2	2	2	13.87	310
 Ugp2 	 UTP--glucose-1-phosphate uridylyltransferase isoform 1 	 Q91ZJ5 	8.69	57709.1	4	3	6.1	508
 Ltv1 	 protein LTV1 homolog 	 Q6NSQ7 	6.83	57753.5	4	3	10.64	470
 Pon3 	 serum paraoxonase/lactonase 3 precursor 	 Q62087 	6.71	57787.7	3	2	7.34	354
 Hebp1 	 heme-binding protein 1 	 Q9R257 	10.68	57790.6	4	2	10	190
 Cd1d1 	 antigen-presenting glycoprotein CD1d1 precursor 	 P11609 	17.14	57825.5	6	3	12.5	336
 Tcf20 	 PREDICTED: transcription factor 20 isoform X3 	 Q9EPQ8 	4.17	57858.1	3	3	2.39	1965
 Ccm2 	 cerebral cavernous malformations protein 2 homolog isoform 1 	 Q8K2Y9 	17.4	57867.1	6	4	12.58	453
 Wdr6 	 WD repeat-containing protein 6 	 Q99ME2 	10.94	57911.8	3	3	4.8	1125
 Morf4l2 	 mortality factor 4-like protein 2 	 Q9R0Q4 	11.58	57935.8	3	2	8.33	288
 Zcchc11 	 terminal uridylyltransferase 4 	 B2RX14 	11.88	57955.3	5	4	2.92	1644
 Prpf39 	 pre-mRNA-processing factor 39 	 E9QJV4 	11.69	57961.6	4	2	3.76	665
 Isg20l2 	 interferon-stimulated 20 kDa exonuclease-like 2 	 Q3U1G5 	8.15	57979.6	4	4	16.58	368
 Tomm5 	 mitochondrial import receptor subunit TOM5 homolog isoform 2 	 B1AXP6 	5	58004.9	4	1	22.95	61
 Pcyox1l 	 prenylcysteine oxidase-like precursor 	 Q8C7K6 	16.49	58036.7	2	2	5.05	495
 Ccnk 	 cyclin-K 	 Q3U3M5 	9	58043.4	3	2	7.22	582
 Smarcad1 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Q04692 	11.26	58111.1	6	4	5.09	1021
 Map2k1 	 dual specificity mitogen-activated protein kinase kinase 1 	 P31938 	10.45	58234	2	2	5.85	393
 Golph3l 	 Golgi phosphoprotein 3-like isoform 1 	 Q8R088 	10.75	58257.8	4	3	11.95	343
 Rlf 	 PREDICTED: zinc finger protein Rlf isoform X1 	 nan 	5.88	58308.5	3	3	1.72	1918
 Qtrtd1 	 PREDICTED: queuine tRNA-ribosyltransferase subunit QTRTD1 isoform 	 B8ZXI1 	13.55	58327.9	5	2	7.69	416
 Thtpa 	 thiamine-triphosphatase 	 Q8JZL3 	13.87	58355.2	4	2	13.39	224
 Atp5j2 	" ATP synthase subunit f, mitochondrial "	 P56135 	11.24	58356.9	3	2	26.14	88
 Irak4 	 interleukin-1 receptor-associated kinase 4 	 Q8R4K2 	13.35	58423	5	3	8.71	459
 Parp9 	 PREDICTED: poly 	 Q8CAS9 	8.36	58425.5	3	3	5.2	866
 Fam175b 	 BRISC complex subunit Abro1 	 Q3TCJ1 	17.98	58440.6	5	3	9.43	424
 9030617O03Rik 	" UPF0317 protein C14orf159 homolog, mitochondrial precursor "	 Q8BH86 	5.26	58506.8	2	2	4.38	617
 Zfp428 	 zinc finger protein 428 isoform a 	 Q8C1M2 	4.89	58537.2	3	2	14.81	189
 Txnl4a 	 thioredoxin-like protein 4A isoform a 	 P83877 	9.3	58786.3	3	2	16.9	142
 Mpi 	 mannose-6-phosphate isomerase 	 Q924M7 	25.93	58856.5	5	4	18.68	423
 Dhdh 	" trans-1,2-dihydrobenzene-1,2-diol dehydrogenase "	 Q9DBB8 	15.17	58858.5	6	4	17.12	333
 Hmg20b 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Q9Z104 	4.15	58907.6	2	1	3.79	317
 Smyd3 	 PREDICTED: histone-lysine N-methyltransferase SMYD3 isoform X1 	 nan 	5.63	58948.4	3	3	8.9	382
 BC017643 	 uncharacterized protein C17orf62 homolog isoform 1 	 Q3TYS2 	4.84	58955.1	3	2	11.23	187
 1110008L16Rik 	 mitochondrial ribonuclease P protein 3 precursor 	 Q8JZY4 	7.2	59030.6	6	3	8.22	584
 Dpp7 	 dipeptidyl peptidase 2 precursor 	 Q9ET22 	6.88	59203.2	4	3	8.7	506
 Pwp1 	 periodic tryptophan protein 1 homolog 	 Q99LL5 	13.85	59232.7	5	2	8.78	501
 Cenpc1 	 centromere protein C 	 P49452 	18.01	59251.6	6	4	6.4	906
 Naa50 	 N-alpha-acetyltransferase 50 	 Q6PGB6 	10.25	59268.8	4	2	13.69	168
 Serbp1 	 plasminogen activator inhibitor 1 RNA-binding protein isoform 1 	 Q9CY58 	9.47	59354	3	3	15.97	407
 Ube2c 	 ubiquitin-conjugating enzyme E2 C 	 Q9D1C1 	10.33	59403.8	3	3	22.35	179
 Ccdc124 	 coiled-coil domain-containing protein 124 	 Q9D8X2 	16.5	59442.6	5	4	22.12	217
 Bag4 	 BAG family molecular chaperone regulator 4 	 Q8CI61 	29.25	59453.2	3	3	10.07	457
 Rtca 	 RNA 3'-terminal phosphate cyclase 	 Q9D7H3 	8.22	59527.3	3	1	4.37	366
 Dhx33 	 putative ATP-dependent RNA helicase DHX33 	 Q80VY9 	7.09	59575.7	3	2	3.44	698
 AI837181 	 UPF0696 protein C11orf68 homolog isoform a 	 Q8VD62 	5.08	59646.7	3	2	6.38	298
 Itm2b 	 integral membrane protein 2B 	 O89051 	10.16	59685.4	5	3	14.29	266
 Acss2 	" acetyl-coenzyme A synthetase, cytoplasmic "	 Q9QXG4 	15.23	59721.1	3	2	5.42	701
 Bysl 	 bystin 	 O54825 	15.02	59793.5	7	6	17.89	436
 Mrpl10 	" 39S ribosomal protein L10, mitochondrial precursor "	 Q3TBW2 	13.83	59815.9	4	3	18.32	262
 Adar 	 double-stranded RNA-specific adenosine deaminase isoform 3 	 Q99MU3 	10.41	59861.8	3	3	3.4	1178
 Ppic 	 peptidyl-prolyl cis-trans isomerase C precursor 	 P30412 	11.4	59901.2	2	2	11.79	212
 Nub1 	 NEDD8 ultimate buster 1 isoform 2 	 P54729 	13.51	59903.6	6	3	5.7	614
 Setd3 	 histone-lysine N-methyltransferase setd3 	 Q91WC0 	12.39	60058.2	2	2	3.54	594
 Map3k7 	 mitogen-activated protein kinase kinase kinase 7 isoform A 	 Q62073 	6.16	60146.6	4	4	7.77	579
 Kdm5d 	 lysine-specific demethylase 5D 	 Q62240 	3.8	60201.2	2	2	1.1	1548
 Als2 	 alsin isoform 1 	 Q920R0 	4.27	60212.6	6	5	3.94	1651
 Tom1 	 target of Myb protein 1 isoform 1 	 O88746 	15.22	60216.9	5	3	10.77	492
 Casp1 	 caspase-1 	 P29452 	19	60279.1	7	5	12.44	402
 Nfx1 	 transcriptional repressor NF-X1 isoform 1 	 B1AY10 	3.85	60332.3	6	2	2.15	1114
 Pepd 	 xaa-Pro dipeptidase 	 Q11136 	12.33	60351.8	4	2	5.07	493
 Uqcrh 	" cytochrome b-c1 complex subunit 6, mitochondrial "	 P99028 	13.31	60357.2	3	3	37.08	89
 Ate1 	 PREDICTED: arginyl-tRNA--protein transferase 1 isoform X1 	 A0A1L1SQ41 	2.43	60376.5	4	3	5.37	559
 Zfp598 	 zinc finger protein 598 	 Q80YR4 	20.51	60492.7	6	4	6.28	908
 Commd8 	 COMM domain-containing protein 8 	 Q9CZG3 	19.9	60578.2	3	3	23.5	183
 Acot9 	" acyl-coenzyme A thioesterase 9, mitochondrial isoform 1 "	 Q9R0X4 	14.66	60596	4	3	8.43	439
 Vps52 	 vacuolar protein sorting-associated protein 52 homolog 	 Q8C754 	7.79	60707.6	3	3	4.01	723
 Sh2b1 	 SH2B adapter protein 1 isoform 4 	 Q91ZM2 	8.29	60746.5	4	4	6.88	756
 Ier3ip1 	 immediate early response 3-interacting protein 1 precursor 	 Q9CR20 	5.28	60866.4	2	1	24.39	82
 Apip 	 methylthioribulose-1-phosphate dehydratase 	 Q9WVQ5 	13.62	60931.3	4	3	15.35	241
 Sptlc2 	 serine palmitoyltransferase 2 	 P97363 	12.68	61061.8	5	3	8.39	560
 Atp2b1 	 plasma membrane calcium-transporting ATPase 1 	 G5E829 	22.16	61084.4	7	4	5.08	1220
 Hip1 	 huntingtin-interacting protein 1 	 Q8VD75 	8.84	61152	4	4	6.32	1029
 Slc12a9 	 solute carrier family 12 member 9 	 Q99MR3 	5.02	61193.5	4	1	2.08	914
 Slmap 	 sarcolemmal membrane-associated protein isoform 1 	 Q3URD3 	8.61	61197.1	3	2	2.37	845
 Lsm12 	 protein LSM12 homolog 	 Q9D0R8 	10.18	61262.1	3	2	15.38	195
 Ddx41 	 probable ATP-dependent RNA helicase DDX41 	 Q91VN6 	17.91	61269	5	4	6.91	622
 Spg20 	 spartin isoform a 	 Q8R1X6 	14.47	61280.6	5	4	10.58	671
 Qtrt1 	 queuine tRNA-ribosyltransferase 	 Q9JMA2 	7.6	61299.2	3	2	6.95	403
 Rrp8 	 ribosomal RNA-processing protein 8 isoform 2 	 Q9DB85 	14.71	61312.2	3	2	6.35	457
 Cr1l 	 complement component receptor 1-like protein 	 Q64735 	21.87	61328.4	6	3	8.86	440
 Meaf6 	 chromatin modification-related protein MEAF6 isoform 1 	 Q2VPQ9 	13.77	61392.1	3	1	11.46	192
 Zfand1 	 AN1-type zinc finger protein 1 	 Q8BFR6 	18.15	61406.4	3	3	16.79	268
 Mrpl11 	" 39S ribosomal protein L11, mitochondrial "	 Q9CQF0 	8.84	61424.8	7	2	11.46	192
 Gtf3c4 	 general transcription factor 3C polypeptide 4 isoform 1 	 Q8BMQ2 	13.69	61544.6	7	5	7.47	817
 Mbp 	 Golli-Mbp isoform 1 	 P04370 	23.52	61608	6	3	21.6	250
 Tiam1 	 T-lymphoma invasion and metastasis-inducing protein 1 isoform 1 	 G3UWG2 	4.9	61681.1	3	3	2.45	1591
 Gltp 	 glycolipid transfer protein 	 Q9JL62 	13.48	61681.1	4	3	17.7	209
 Leo1 	 RNA polymerase-associated protein LEO1 	 Q5XJE5 	9.99	61714.4	4	4	7.35	667
