UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD	
Q9D853	EFMT2	 protein-lysine N-methyltransferase Mettl10 	Mettl10	2510	10.14	37465.6	2	2	10.66	244	
Q9D071	MMS19	 MMS19 nucleotide excision repair protein homolog 	Mms19	2201	12.77	69496.6	2	2	2.72	1031	
G3X8S2	G3X8S2	 transcription factor IIIB 90 kDa subunit 	Brf1	2864	7.88	61496.2	2	2	5.47	676	
Q91WE2	PIP30	 protein FAM192A 	Fam192a	2325	11.68	59597.8	3	2	9.84	254	
Q8BTW3	EXOS6	 exosome complex component MTR3 	Exosc6	1683	18.30	99399.0	2	2	11.36	273	
Q9CZL5	PHS2	 pterin-4-alpha-carbinolamine dehydratase 2 	Pcbd2	2933	7.59	61560.7	3	2	18.38	136	
Q8BVQ5	PPME1	 protein phosphatase methylesterase 1 	Ppme1	3376	5.75	44384.6	2	2	5.96	386	
Q8VI63	MOB2	 MOB kinase activator 2 	Mob2	3706	4.46	28846.9	2	2	7.66	235	
Q8VBT0	TMX1	 thioredoxin-related transmembrane protein 1 precursor 	Tmx1	4004	2.00	105700.4	3	2	6.83	278	
B8JJC1	B8JJC1	 tyrosyl-DNA phosphodiesterase 1 	Tdp1	3025	7.12	91855.2	6	2	4.93	609	
Q8VCB1	NDC1	 nucleoporin NDC1 	Ndc1	2062	14.05	138268.6	4	2	3.71	673	
Q8VEH2	Q8VEH2	 cip1-interacting zinc finger protein isoform 1 	Ciz1	3512	5.27	98036.9	3	2	2.84	845	
Q9CXS4	CENPV	 centromere protein V 	Cenpv	2439	10.71	34998.9	2	2	10.71	252	
Q9CXL3	CG050	 uncharacterized protein C7orf50 homolog 	3110082I17Rik	1838	16.49	149441.3	9	2	17.44	195	
E9QKG3	E9QKG3	 tRNA (guanine(10)-N2)-methyltransferase homolog 	Trmt11	4007	1.99	48825.1	2	2	4.78	460	
Q78HU3	MB12A	 multivesicular body subunit 12A 	Mvb12a	2746	8.49	70109.7	4	2	12.18	271	
Q8BGB2	TTC7A	 tetratricopeptide repeat protein 7A 	Ttc7	3390	5.71	71056.4	3	2	2.56	858	
Q8CD10	MICU2	" calcium uptake protein 2, mitochondrial "	Micu2	3348	5.84	73143.8	2	2	7.41	432	
Q8BHG2	CZIB	 UPF0587 protein C1orf123 homolog 	0610037L13Rik	1863	16.20	257948.2	10	2	14.29	196	
Q6P5E6	GGA2	 ADP-ribosylation factor-binding protein GGA2 	Gga2	3728	4.33	59934.6	3	2	3.98	603	
Q9DBR3	ARMC8	 armadillo repeat-containing protein 8 isoform 1 	Armc8	2787	8.26	51664.7	3	2	5.05	673	
Q9DBQ7	PACE1	 protein-associating with the carboxyl-terminal domain of ezrin 	Scyl3	3937	2.63	34396.8	2	2	5.17	735	
Q9DBC3	CMTR1	 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 	Cmtr1	2458	10.50	64116.5	2	2	2.87	837	
Q8BG40	KTNB1	 katanin p80 WD40 repeat-containing subunit B1 	Katnb1	3398	5.66	95144.9	2	2	5.02	658	
Q9D0D5	T2EA	 general transcription factor IIE subunit 1 	Gtf2e1	3079	6.84	168141.1	2	2	6.14	440	
Q9DCB8	ISCA2	" iron-sulfur cluster assembly 2 homolog, mitochondrial precursor "	Isca2	2269	12.04	131530.9	4	2	15.58	154	
Q8K4P0	WDR33	 pre-mRNA 3' end processing protein WDR33 isoform 1 	Wdr33	3020	7.15	115041.5	2	2	1.58	1330	
Q9CWW7	CXXC1	 CXXC-type zinc finger protein 1 	Cxxc1	3844	3.54	72709.5	2	2	3.79	660	
Q8K0P3	TLDC1	 TLD domain-containing protein 1 	Tldc1	4019	1.96	106101.1	2	2	4.84	455	
Q9D4C5	EAF1	 ELL-associated factor 1 	Eaf1	3613	4.86	58707.8	3	2	12.31	268	
Q9CXJ4	ABCB8	" ATP-binding cassette sub-family B member 8, mitochondrial precursor "	Abcb8	2928	7.61	62472.8	4	2	5.86	717	
Q9D1C9	RRP7A	 ribosomal RNA-processing protein 7 homolog A 	Rrp7a	2391	11.17	67109.8	2	2	11.07	280	
Q3TMX5	Q3TMX5	 mesencephalic astrocyte-derived neurotrophic factor precursor 	Manf	2405	10.99	111571.6	6	2	15.08	179	
Q8C0L0	TMX4	 thioredoxin-related transmembrane protein 4 precursor 	Tmx4	1897	15.78	132155.2	4	2	8.96	335	
Q3TGQ4	Q3TGQ4	 selenocysteine insertion sequence-binding protein 2 isoform 1 	Secisbp2	3368	5.78	55866.7	3	2	2.80	858	
Q9DAK9	PHP14	 14 kDa phosphohistidine phosphatase 	Phpt1	2865	7.88	207078.9	5	2	25.00	124	
Q8BFR4	GNS	 N-acetylglucosamine-6-sulfatase precursor 	Gns	3112	6.71	94694.3	3	2	4.23	544	
Q8VCB2	MED25	 mediator of RNA polymerase II transcription subunit 25 	Med25	2877	7.82	33571.7	2	2	5.23	745	
Q6PCP5	MFF	 mitochondrial fission factor isoform 1 	Mff	3167	6.53	82667.6	3	2	14.09	291	
Q9DCM2	GSTK1	 glutathione S-transferase kappa 1 	Gstk1	3754	4.10	52496.9	2	2	13.72	226	
Q3TC72	FAHD2	 fumarylacetoacetate hydrolase domain-containing protein 2A 	Fahd2a	2319	11.74	52616.4	2	2	17.57	313	
Q9CVD2	ATX3	 ataxin-3 isoform 1 	Atxn3	2445	10.66	47838.0	2	2	8.45	355	
Q8R3P7	CLUA1	 clusterin-associated protein 1 	Cluap1	3800	3.82	16712.3	2	2	7.99	413	
Q8BXV2	BRI3B	 BRI3-binding protein precursor 	Bri3bp	2619	9.37	107434.3	5	2	11.07	253	
Q9CXV9	DCNL5	 DCN1-like protein 5 	Dcun1d5	3059	6.96	112027.2	5	2	15.61	237	
Q80WW9	DDRGK	 DDRGK domain-containing protein 1 precursor 	Ddrgk1	1865	16.19	80153.0	4	2	10.79	315	
Q3UMT1	PP12C	 protein phosphatase 1 regulatory subunit 12C 	Ppp1r12c	3263	6.17	63714.4	3	2	4.86	782	
Q8R4K2	IRAK4	 interleukin-1 receptor-associated kinase 4 	Irak4	2936	7.57	84820.0	4	2	5.88	459	
Q99KP3	CRYL1	 lambda-crystallin homolog 	Cryl1	2636	9.29	109602.8	3	2	8.46	319	
Q9CY94	PSF3	 DNA replication complex GINS protein PSF3 	Gins3	2280	11.97	75399.1	4	2	13.89	216	
Q91XU0	WRIP1	 ATPase WRNIP1 	Wrnip1	3549	5.12	108861.5	3	2	4.39	660	
Q9D2C2	SAAL1	 protein SAAL1 	Saal1	1874	16.08	101639.5	3	2	6.75	474	
Q99L02	PGR1A	 PAXIP1-associated glutamate-rich protein 1A 	Pagr1a	3229	6.30	72414.9	2	2	13.83	253	
Q99LE1	RIPL2	 RILP-like protein 2 	Rilpl2	3859	3.45	35067.7	2	2	16.75	197	
Q8C5N3	CWC22	 pre-mRNA-splicing factor CWC22 homolog isoform 1 	Cwc22	2867	7.87	67605.3	2	2	2.64	908	
Q99J93	IFM2	 interferon-induced transmembrane protein 2 	Ifitm2	2216	12.64	106692.4	3	2	24.31	144	
Q9EP89	LACTB	" serine beta-lactamase-like protein LACTB, mitochondrial precursor "	Lactb	2815	8.14	85359.2	3	2	4.72	551	
Q9ET26	RN114	 E3 ubiquitin-protein ligase RNF114 	Rnf114	2781	8.27	55843.4	2	2	9.61	229	
Q9EPK6	SIL1	 nucleotide exchange factor SIL1 precursor 	Sil1	3093	6.77	57900.7	2	2	5.59	465	
P23591	FCL	 GDP-L-fucose synthase 	Tsta3	2496	10.22	82331.9	3	2	9.35	321	
Q99NB8	UBQL4	 ubiquilin-4 	Ubqln4	2673	9.04	103931.2	2	2	4.87	596	
Q9CZ28	SNF8	 vacuolar-sorting protein SNF8 	Snf8	3940	2.59	55716.0	3	2	6.59	258	
Q6P9N1	HYCCI	 hyccin isoform 1 	Fam126a	2634	9.30	48142.7	2	2	6.14	521	
Q9ERR7	43723	 15 kDa selenoprotein precursor 	15-Sep	3144	6.64	45747.7	2	2	17.28	162	
Q9ERZ0	HEMGN	 hemogen 	Hemgn	2213	12.66	113165.5	3	2	5.57	503	
F8VPM7	F8VPM7	 ELKS/Rab6-interacting/CAST family member 1 isoform 1 	Erc1	3916	2.85	116764.8	5	2	2.14	1120	
Q920Q8	NS1BP	 influenza virus NS1A-binding protein homolog isoform 2 	Ivns1abp	3344	5.89	67551.6	2	2	3.43	642	
Q924T2	RT02	" 28S ribosomal protein S2, mitochondrial isoform 1 "	Mrps2	2713	8.72	131371.0	8	2	12.37	291	
Q91ZW2	OFUT1	 GDP-fucose protein O-fucosyltransferase 1 precursor 	Pofut1	3647	4.72	69746.7	3	2	7.63	393	
Q91YJ2	SNX4	 sorting nexin-4 	Snx4	2648	9.23	44240.6	2	2	5.11	450	
Q99NB1	ACS2L	" acetyl-coenzyme A synthetase 2-like, mitochondrial precursor "	Acss1	3246	6.23	79397.2	4	2	3.81	682	
Q99KK9	SYHM	" probable histidine--tRNA ligase, mitochondrial precursor isoform 1 "	Hars2	2944	7.52	75360.5	2	2	5.94	505	
Q8VHL1	SETD7	 histone-lysine N-methyltransferase SETD7 	Setd7	2333	11.62	91517.7	3	2	7.65	366	
Q8C788	Q8C788	 sorting nexin-18 	Snx18	3432	5.54	63092.0	2	2	5.37	615	
Q9ET30	TM9S3	 transmembrane 9 superfamily member 3 precursor 	Tm9sf3	3369	5.78	79420.7	2	2	4.43	587	
Q921W4	QORL1	 quinone oxidoreductase-like protein 1 isoform 1 	Cryzl1	3134	6.65	49606.6	3	2	9.20	348	
Q9EP72	EMC7	 ER membrane protein complex subunit 7 precursor 	Emc7	1845	16.40	58266.0	2	2	15.77	241	
Q91YI0	ARLY	 argininosuccinate lyase 	Asl	3910	2.92	63426.7	3	2	5.60	464	
Q91VH6	MEMO1	 protein MEMO1 	Memo1	1864	16.19	95011.9	4	2	10.10	297	
Q921J4	UBE2S	 ubiquitin-conjugating enzyme E2 S 	Ube2s	2930	7.61	55876.7	2	2	11.66	223	
Q8BWM0	PGES2	 prostaglandin E synthase 2 	Ptges2	2019	14.52	54852.8	3	2	10.16	384	
Q99L48	NMD3	 60S ribosomal export protein NMD3 	Nmd3	3190	6.44	68387.4	3	2	6.16	503	
Q8VEG4	EXD2	 exonuclease 3'-5' domain-containing protein 2 	Exd2	2948	7.50	39531.7	3	2	5.38	650	
Q8BVE3	VATH	 V-type proton ATPase subunit H isoform 1 	Atp6v1h	1597	19.35	86928.4	2	2	7.87	483	
Q8BK35	NOP53	 glioma tumor suppressor candidate region gene 2 protein 	Gltscr2	2299	11.84	49141.4	5	2	10.54	484	
Q9Z266	SNAPN	 SNARE-associated protein Snapin 	Snapin	2249	12.32	65998.9	2	2	22.79	136	
Q8BNU0	ARMC6	 armadillo repeat-containing protein 6 	Armc6	3395	5.67	96449.3	2	2	6.41	468	
Q99L20	GSTT3	" glutathione S-transferase, theta 3 "	Gstt3	3524	5.22	51955.5	2	2	12.03	241	
P58468	F207A	 protein FAM207A 	Fam207a	3945	2.51	44021.9	2	2	12.79	219	
Q5SSW2	PSME4	 proteasome activator complex subunit 4 	Psme4	2897	7.73	31559.5	2	2	1.36	1843	
Q922R5	P4R3B	 serine/threonine-protein phosphatase 4 regulatory subunit 3B 	Smek2	2302	11.83	96761.9	6	2	3.54	820	
Q8R1T1	CHMP7	 charged multivesicular body protein 7 	Chmp7	1974	14.93	93406.3	3	2	5.76	451	
Q99KR7	PPIF	" peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor "	Ppif	2412	10.93	249081.4	11	2	16.02	206	
Q921Z5	TFIP8	 tumor necrosis factor alpha-induced protein 8 isoform 1 	Tnfaip8	2447	10.64	114647.5	6	2	20.28	212	
Q8VCG3	WDR74	 WD repeat-containing protein 74 	Wdr74	3236	6.26	40522.1	2	2	6.25	384	
Q922S8	KIF2C	 kinesin-like protein KIF2C isoform 1 	Kif2c	3300	6.04	55267.7	2	2	4.44	721	
Q3TNH5	F172A	 protein FAM172A isoform 1 precursor 	Fam172a	2179	12.90	56951.9	2	2	7.19	417	
Q99L43	CDS2	 phosphatidate cytidylyltransferase 2 isoform a 	Cds2	3359	5.81	88409.0	5	2	6.98	444	
Q8R409	HEXI1	 protein HEXIM1 	Hexim1	3658	4.66	81632.7	4	2	7.02	356	
Q6PB93	GALT2	 polypeptide N-acetylgalactosaminyltransferase 2 precursor 	Galnt2	2728	8.60	60125.5	3	2	5.96	570	
Q99JP4	CDC26	 anaphase-promoting complex subunit CDC26 	Cdc26	3227	6.30	115551.0	3	2	28.23	85	
Q5NCQ5	DPH1	 diphthamide biosynthesis protein 1 	Dph1	3096	6.77	53920.5	2	2	5.25	438	
Q9JM93	AR6P4	 ADP-ribosylation factor-like protein 6-interacting protein 4 	Arl6ip4	3578	5.01	107715.0	4	2	15.28	229	
Q8BM55	TM214	 transmembrane protein 214 	Tmem214	2744	8.50	32786.3	2	2	5.09	687	
Q91YJ3	THYN1	 thymocyte nuclear protein 1 isoform 1 	Thyn1	4114	1.53	67194.2	3	2	8.85	226	
Q8VC03	EMAL3	 echinoderm microtubule-associated protein-like 3 	Eml3	2278	11.97	47294.7	3	2	3.01	897	
Q3TYX3	SMYD5	 SET and MYND domain-containing protein 5 	Smyd5	2106	13.60	78094.9	4	2	5.53	416	
Q3URE1	ACSF3	" acyl-CoA synthetase family member 3, mitochondrial precursor "	Acsf3	2567	9.74	36287.6	2	2	6.00	583	
Q8K1R7	NEK9	 serine/threonine-protein kinase Nek9 	Nek9	2747	8.48	134924.7	4	2	2.95	984	
Q8VD31	TPSNR	 tapasin-related protein precursor 	Tapbpl	4149	1.44	26534.9	2	2	5.76	451	
Q8BIW9	CTF18	 chromosome transmission fidelity protein 18 homolog 	Chtf18	3539	5.15	53448.9	2	2	2.79	969	
Q8BTT6	DIEXF	 digestive organ expansion factor homolog 	Diexf	2780	8.28	61051.4	3	2	4.56	768	
Q64152	BTF3	 transcription factor BTF3 isoform 1 	Btf3	1402	21.93	582923.5	13	2	21.57	204	
Q99KH8	STK24	 serine/threonine-protein kinase 24 	Stk24	2168	13.02	64408.8	2	2	6.26	431	
Q8VE95	CH082	 UPF0598 protein C8orf82 homolog isoform 1 	C030006K11Rik	3385	5.72	114271.6	5	2	13.76	218	
Q8BJZ4	RT35	" 28S ribosomal protein S35, mitochondrial "	Mrps35	3997	2.02	120767.1	3	2	10.94	320	
Q8K4R4	PITC1	 cytoplasmic phosphatidylinositol transfer protein 1 	Pitpnc1	3514	5.25	60207.8	2	2	13.06	268	
Q8K3X4	I2BPL	 interferon regulatory factor 2-binding protein-like 	Irf2bpl	3701	4.47	36146.0	2	2	3.61	775	
Q8R0H9	GGA1	 ADP-ribosylation factor-binding protein GGA1 	Gga1	1979	14.89	71865.2	2	2	4.41	635	
Q8K2Y9	CCM2	 cerebral cavernous malformations protein 2 homolog isoform 1 	Ccm2	2515	10.11	130178.7	5	2	5.30	453	
Q922M5	CDA7L	 cell division cycle-associated 7-like protein 	Cdca7l	3061	6.96	104192.8	3	2	4.79	438	
Q91XC8	DAP1	 death-associated protein 1 	Dap	2321	11.68	238402.3	17	2	23.53	102	
Q8BFS6	CPPED	 serine/threonine-protein phosphatase CPPED1 	Cpped1	2293	11.88	156598.2	5	2	8.97	312	
Q8K2V1	PP4R1	 serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform 	Ppp4r1	3340	5.90	52286.6	3	2	3.68	951	
Q8VEH6	CBWD1	 COBW domain-containing protein 1 	Cbwd1	3788	3.88	46748.7	3	2	7.89	393	
Q8R5C5	ACTY	 beta-centractin 	Actr1b	1747	17.51	167504.9	5	2	10.64	376	
Q8R088	GLP3L	 Golgi phosphoprotein 3-like isoform 1 	Golph3l	1733	17.65	113840.5	2	2	8.16	343	
Q8C7X2	EMC1	 ER membrane protein complex subunit 1 isoform 1 precursor 	Emc1	2408	10.97	75748.5	2	2	2.31	997	
Q5EBP3	ARMC5	 armadillo repeat-containing protein 5 precursor 	Armc5	4006	1.99	53848.7	2	2	4.64	926	
Q8K0D0	CDK17	 cyclin-dependent kinase 17 	Cdk17	2994	7.28	56464.3	2	2	4.78	523	
Q8R5L3	VPS39	 vam6/Vps39-like protein isoform 1 	Vps39	3171	6.51	113130.4	2	2	3.50	886	
Q64704	STX3	 syntaxin-3 isoform A 	Stx3	1941	15.30	68199.4	2	2	8.65	289	
Q8K4I3	ARHG6	 rho guanine nucleotide exchange factor 6 	Arhgef6	3822	3.68	58209.7	2	2	3.14	795	
Q8BKJ9	SIR7	 NAD-dependent protein deacetylase sirtuin-7 	Sirt7	3083	6.82	98280.5	3	2	5.97	402	
Q8R001	MARE2	 microtubule-associated protein RP/EB family member 2 isoform 1 	Mapre2	2564	9.75	103211.3	3	2	11.35	326	
Q8K212	PACS1	 phosphofurin acidic cluster sorting protein 1 	Pacs1	1809	16.80	100009.4	5	2	3.02	961	
Q8C0G2	T3JAM	 TRAF3-interacting JNK-activating modulator 	Traf3ip3	2817	8.12	40176.8	3	2	3.51	513	
P58742	AAAS	 aladin 	Aaas	1700	18.01	83975.1	3	2	6.78	546	
Q8JZZ6	AMERL	 AMMECR1-like protein isoform 2 	Ammecr1l	2856	7.93	43088.7	2	2	8.39	310	
Q8K1C9	LRC41	 leucine-rich repeat-containing protein 41 	Lrrc41	4186	1.34	151291.4	3	2	3.84	807	
Q8C079	STRP1	 striatin-interacting protein 1 	Strip1	3907	2.94	36789.8	3	2	4.18	837	
Q8BH15	CNO10	 CCR4-NOT transcription complex subunit 10 	Cnot10	2986	7.31	194521.8	4	2	3.09	744	
Q8C166	CPNE1	 copine-1 	Cpne1	3441	5.52	61753.6	2	2	4.10	536	
Q9CQ79	TXND9	 thioredoxin domain-containing protein 9 	Txndc9	2394	11.13	75469.4	2	2	11.06	226	
Q78WZ7	RPA43	 DNA-directed RNA polymerase I subunit RPA43 	Twistnb	2912	7.67	68557.3	2	2	6.97	330	
Q3USH5	SFSWA	" splicing factor, suppressor of white-apricot homolog "	Sfswap	3072	6.91	78042.3	2	2	2.43	945	
Q8BLY2	SYTC2	" probable threonine--tRNA ligase 2, cytoplasmic "	Tarsl2	4164	1.42	26322.7	2	2	4.18	790	
Q8CCH2	NHLC3	 NHL repeat-containing protein 3 precursor 	Nhlrc3	3161	6.55	71841.6	3	2	8.07	347	
Q8BYN3	ITPK1	 inositol-tetrakisphosphate 1-kinase 	Itpk1	2448	10.61	55162.1	2	2	8.11	419	
Q6PGC1	DHX29	 ATP-dependent RNA helicase Dhx29 	Dhx29	3692	4.50	37897.3	3	2	1.83	1365	
Q8BXK9	CLIC5	 chloride intracellular channel protein 5 	Clic5	4061	1.86	48003.9	2	2	13.15	251	
Q8BHA0	IN80C	 INO80 complex subunit C 	Ino80c	2758	8.42	54481.7	2	2	14.66	191	
Q8BUY9	PGTB1	 geranylgeranyl transferase type-1 subunit beta 	Pggt1b	3458	5.47	104457.2	3	2	5.57	377	
Q3UHX9	CI114	 putative methyltransferase C9orf114 homolog 	D2Wsu81e	3862	3.42	44784.4	2	2	5.71	385	
Q8BMD8	SCMC1	 calcium-binding mitochondrial carrier protein SCaMC-1 	Slc25a24	2053	14.12	39811.1	2	2	8.00	475	
Q8BMS4	COQ3	" ubiquinone biosynthesis O-methyltransferase, mitochondrial "	Coq3	1935	15.38	86026.3	2	2	8.92	370	
P62141	PP1B	 serine/threonine-protein phosphatase PP1-beta catalytic subunit 	Ppp1cb	2581	9.66	115495.6	3	2	8.26	327	
Q91YP3	DEOC	 deoxyribose-phosphate aldolase 	Dera	1984	14.86	74435.1	2	2	8.81	318	
Q8JZV7	NAGA	 N-acetylglucosamine-6-phosphate deacetylase 	Amdhd2	1754	17.40	196956.3	5	2	8.80	409	
Q3TSG4	ALKB5	 RNA demethylase ALKBH5 	Alkbh5	1636	18.90	109586.0	5	2	11.39	395	
Q8BMQ2	TF3C4	 general transcription factor 3C polypeptide 4 isoform 1 	Gtf3c4	3722	4.37	64640.9	2	2	3.79	817	
Q8BIW1	PRUN1	 protein prune homolog 	Prune	2406	10.99	215511.7	4	2	6.39	454	
Q8R086	SUOX	" sulfite oxidase, mitochondrial precursor "	Suox	2909	7.68	86030.8	3	2	5.13	546	
Q8BGE6	ATG4B	 cysteine protease ATG4B 	Atg4b	2145	13.27	68196.2	3	2	8.14	393	
Q9JIX0	ENY2	 transcription and mRNA export factor ENY2 	Eny2	3034	7.08	157495.9	3	2	25.74	101	
Q8BV49	IFIX	 pyrin and HIN domain-containing protein 1 	Pyhin1	2590	9.59	95614.9	4	2	5.71	420	
Q8BXC6	COMD2	 COMM domain-containing protein 2 	Commd2	2561	9.77	62492.0	2	2	21.61	199	
Q8BGS2	BOLA2	 bolA-like protein 2 	Bola2	1930	15.40	121505.9	3	2	44.19	86	
Q8BKG3	PTK7	 inactive tyrosine-protein kinase 7 precursor 	Ptk7	2844	8.00	34856.2	3	2	2.92	1062	
E9Q7E2	ARID2	 AT-rich interactive domain-containing protein 2 	Arid2	3855	3.46	68865.6	4	2	1.15	1828	
Q8VEH5	EPMIP	 EPM2A-interacting protein 1 	Epm2aip1	3588	4.96	71561.9	2	2	5.78	606	
Q8BZQ7	ANC2	 anaphase-promoting complex subunit 2 	Anapc2	2651	9.21	24049.3	2	2	4.54	837	
Q8BHB4	WDR3	 WD repeat-containing protein 3 	Wdr3	2790	8.23	76487.2	4	2	3.82	942	
Q6ZQL4	WDR43	 WD repeat-containing protein 43 	Wdr43	3523	5.22	145448.8	4	2	3.25	677	
Q8CAK3	RYDEN	 repressor of yield of DENV protein homolog 	A230050P20Rik	2671	9.06	51012.3	3	2	12.76	290	
Q6NSQ9	G6PC3	 glucose-6-phosphatase 3 	G6pc3	2622	9.37	60779.7	2	2	10.40	346	
Q80XP8	FA76B	 protein FAM76B 	Fam76b	3870	3.33	56817.0	2	2	5.31	339	
Q8C5P5	NT5D1	 5'-nucleotidase domain-containing protein 1 	Nt5dc1	2604	9.47	100316.9	2	2	5.14	467	
Q8R123	FAD1	 FAD synthase 	Flad1	2650	9.21	48938.4	4	2	6.30	492	
Q6NVF0	OCRL	 inositol polyphosphate 5-phosphatase OCRL-1 	Ocrl	2217	12.63	53814.5	4	2	4.11	900	
Q6A085	ZN629	 zinc finger protein 629 	Zfp629	4080	1.75	56939.3	3	2	2.42	867	
Q6P2B1	TNPO3	 transportin-3 	Tnpo3	3251	6.20	58415.1	2	2	3.03	923	
Q8BSF4	PISD	" phosphatidylserine decarboxylase proenzyme, mitochondrial "	Pisd	3968	2.19	49451.1	3	2	5.42	406	
Q6KAR6	EXOC3	 exocyst complex component 3 	Exoc3	2657	9.15	45690.9	2	2	3.71	755	
Q8C092	TAF5	 transcription initiation factor TFIID subunit 5 	Taf5	2520	10.03	72824.9	3	2	5.24	801	
P11798	KCC2A	 calcium/calmodulin-dependent protein kinase type II subunit alpha 	Camk2a	4147	1.44	12399.3	2	2	5.86	478	
Q8C0E2	VP26B	 vacuolar protein sorting-associated protein 26B 	Vps26b	2014	14.59	77260.5	3	2	9.23	336	
A2A4U6	A2A4U6	 zinc finger protein 334 	Zfp334	4132	1.47	87143.2	3	2	2.80	679	
Q8K245	UVRAG	 UV radiation resistance associated protein 	Uvrag	3270	6.12	65035.8	3	2	4.01	698	
Q8BWW9	PKN2	 serine/threonine-protein kinase N2 	Pkn2	3184	6.47	121793.6	6	2	3.15	983	
Q8C5Q4	GRSF1	 G-rich sequence factor 1 isoform 1 	Grsf1	2017	14.54	63263.9	2	2	6.47	479	
Q8BFV2	PCID2	 PCI domain-containing protein 2 	Pcid2	2382	11.24	51737.1	2	2	7.02	399	
Q8BGF3	WDR92	 WD repeat-containing protein 92 	Wdr92	2507	10.15	113571.6	4	2	11.76	357	
Q925I1	ATAD3	 ATPase family AAA domain-containing protein 3 	Atad3a	3460	5.46	58489.2	2	2	6.77	591	
H3BLL2	H3BLL2	 ATP synthase mitochondrial F1 complex assembly factor 1 	Atpaf1	3499	5.31	36437.1	3	2	9.77	348	
Q8K274	KT3K	 ketosamine-3-kinase 	Fn3krp	3466	5.44	112527.9	5	2	7.44	309	
A8C756	THADA	 thyroid adenoma-associated protein homolog 	Thada	3595	4.93	39086.7	2	2	1.08	1938	
Q14AI0	DCC1	 sister chromatid cohesion protein DCC1 	Dscc1	3834	3.62	75612.5	2	2	5.01	399	
Q9CR59	G45IP	 growth arrest and DNA damage-inducible proteins-interacting protein 	Gadd45gip1	3663	4.63	35676.9	2	2	8.56	222	
P97377	CDK2	 cyclin-dependent kinase 2 isoform 1 	Cdk2	2403	11.03	160617.0	3	2	7.80	346	
P03930	ATP8	 ATP synthase F0 subunit 8 (mitochondrion) 	ATP8	2626	9.35	144838.6	5	2	34.33	67	
Q8VDW0	DX39A	 ATP-dependent RNA helicase DDX39A 	Ddx39	1955	15.13	133148.2	3	2	5.39	427	
Q8R3F9	STPAP	 speckle targeted PIP5K1A-regulated poly(A) polymerase 	Tut1	2476	10.39	67696.1	2	2	2.88	869	
E9PV38	E9PV38	 carboxylesterase 2-like precursor 	Ces2g	2107	13.59	147542.1	2	2	5.00	560	
Q3TCJ1	ABRX2	 BRISC complex subunit Abro1 	Fam175b	2686	8.91	57002.0	2	2	5.90	424	
P58854	GCP3	 gamma-tubulin complex component 3 	Tubgcp3	3333	5.93	34324.2	2	2	2.54	905	
E9QP00	E9QP00	 transformer-2 protein homolog alpha 	Tra2a	2736	8.52	139377.8	4	2	12.41	282	
P58929	GMEB2	 glucocorticoid modulatory element-binding protein 2 	Gmeb2	3739	4.24	93064.6	3	2	3.96	530	
Q6ZQH8	NU188	 nucleoporin NUP188 homolog 	Nup188	3982	2.08	49943.9	2	2	1.48	1759	
Q14CH7	SYAM	" alanine--tRNA ligase, mitochondrial precursor "	Aars2	3515	5.25	61120.3	2	2	2.86	980	
Q71FD5	ZNRF2	 E3 ubiquitin-protein ligase ZNRF2 	Znrf2	3552	5.10	74516.6	3	2	14.29	238	
Q7TSH2	KPBB	 phosphorylase b kinase regulatory subunit beta 	Phkb	3864	3.42	32729.5	2	2	2.12	1085	
Q8K0G5	EIPR1	 protein TSSC1 	Tssc1	2222	12.56	76001.9	3	2	8.29	386	
A0A087WRK1	A0A087WRK1	 Sycp3 like Y-linked 	Sly	4129	1.47	94778.2	4	2	9.01	222	
Q9CPR1	RWDD4	 RWD domain-containing protein 4 	Rwdd4a	3931	2.68	87725.0	3	2	10.64	188	
Q80ZS3	RT26	" 28S ribosomal protein S26, mitochondrial precursor "	Mrps26	2140	13.31	186257.2	3	2	15.00	200	
Q3TPX4	EXOC5	 exocyst complex component 5 	Exoc5	3535	5.17	61968.3	3	2	3.67	708	
Q8VD04	GRAP1	 GRIP1-associated protein 1 isoform 2 	Gripap1	3721	4.37	59536.2	2	2	2.98	806	
Q8BHL5	ELMO2	 engulfment and cell motility protein 2 isoform 2 	Elmo2	4003	2.00	75076.7	3	2	4.51	732	
Q9DC63	FBX3	 F-box only protein 3 isoform 1 	Fbxo3	2803	8.17	69513.3	2	2	6.67	480	
Q9CYR0	SSBP	" single-stranded DNA-binding protein, mitochondrial isoform 1 "	Ssbp1	1111	26.91	315141.6	7	2	12.16	148	
Q6IFX2	K1C42	" keratin, type I cytoskeletal 42 "	Krt42	3976	2.14	59171.6	4	2	4.65	452	
Q6IME9	K2C72	" keratin, type II cytoskeletal 72 "	Krt72	2707	8.75	305626.2	9	2	4.04	520	
Q6NSR8	PEPL1	 probable aminopeptidase NPEPL1 	Npepl1	2722	8.65	104404.1	4	2	5.15	524	
nan		" PREDICTED: folylpolyglutamate synthase, mitochondrial isoform X2 "	Fpgs	3293	6.06	54609.7	3	2	4.42	588	
